#DataThief E:\MyDownloads\Download\Datathief\SMAI.png Sunday 5-Feb-2017 9:49:49 PM
0.01, 1.0
0.0201, 1.0007
0.0303, 0.9942
0.0402, 1.0014
0.0502, 1.0016
0.0606, 1.0018
0.0706, 1.002
0.0803, 1.0021
0.0903, 1.0022
0.1004, 1.0092
0.1103, 1.0093
0.1212, 1.0094
0.1315, 1.0164
0.1412, 1.0164
0.1515, 1.0165
0.1606, 1.0166
0.1703, 1.0166
0.1807, 1.0236
0.1916, 1.0236
0.2008, 1.0237
0.2105, 1.0237
0.2206, 1.0307
0.2312, 1.0307
0.2423, 1.0239
0.251, 1.0239
0.2631, 1.0377
0.2725, 1.0378
0.2823, 1.0378
0.2924, 1.0379
0.3029, 1.0379
0.3102, 1.0448
0.3213, 1.0448
0.3328, 1.0518
0.3407, 1.0518
0.353, 1.0587
0.3613, 1.0588
0.3743, 1.0588
0.3832, 1.0657
0.3923, 1.0657
0.4017, 1.0658
0.4112, 1.0658
0.421, 1.0727
0.431, 1.0727
0.4412, 1.0727
0.4517, 1.0728
0.4625, 1.0796
0.4735, 1.0796
0.4847, 1.0796
0.4905, 1.0796
0.5021, 1.0798
0.5141, 1.0798
0.5202, 1.0867
0.5325, 1.0867
0.5452, 1.0936
0.5516, 1.0937
0.5648, 1.1006
0.5714, 1.1006
0.585, 1.1075
0.592, 1.1075
0.6059, 1.1075
0.6132, 1.1076
0.6205, 1.1145
0.6352, 1.1145
0.6427, 1.1145
0.6503, 1.1145
0.6658, 1.1214
0.6737, 1.1214
0.6816, 1.1215
0.6978, 1.1284
0.7061, 1.1284
0.7144, 1.1284
0.7229, 1.1284
0.7314, 1.1353
0.7401, 1.1353
0.7577, 1.1423
0.7666, 1.1423
0.7757, 1.1423
0.7849, 1.1423
0.7942, 1.1492
0.8035, 1.1492
0.8131, 1.1492
0.8227, 1.1492
0.8324, 1.1492
0.8422, 1.1562
0.8521, 1.1562
0.8622, 1.1562
0.8725, 1.1562
0.8828, 1.1631
0.8932, 1.1631
0.9038, 1.1631
0.9144, 1.17
0.9253, 1.17
0.9362, 1.17
0.9473, 1.177
0.9585, 1.177
0.9698, 1.177
0.9813, 1.177
0.9929, 1.177
1.0046, 1.1839
1.0165, 1.1839
1.0286, 1.1908
1.0407, 1.1908
1.053, 1.1978
1.0655, 1.2046
1.0781, 1.2046
1.0909, 1.2116
1.1038, 1.2116
1.1168, 1.2116
1.13, 1.2185
1.1434, 1.2254
1.1569, 1.2254
1.1706, 1.2254
1.1844, 1.2324
1.1985, 1.2393
1.2127, 1.2393
1.227, 1.2462
1.2416, 1.253
1.2563, 1.26
1.2711, 1.2669
1.2862, 1.2669
1.3014, 1.2738
1.3168, 1.2738
1.3324, 1.2876
1.3482, 1.2946
1.3642, 1.3014
1.3803, 1.3084
1.3966, 1.3084
1.4132, 1.3222
1.43, 1.336
1.4469, 1.336
1.4641, 1.3636
1.4815, 1.3705
1.499, 1.3912
1.5169, 1.405
1.5349, 1.4119
1.5531, 1.4188
1.5715, 1.4325
1.5901, 1.4464
1.609, 1.4602
1.628, 1.474
1.6474, 1.4809
1.667, 1.5017
1.6867, 1.5154
1.7067, 1.5293
1.7271, 1.5431
1.7477, 1.5707
1.7685, 1.5983
1.7894, 1.5983
1.8107, 1.612
1.8322, 1.6259
1.8538, 1.6397
1.8761, 1.688
1.8984, 1.7086
1.921, 1.7156
1.9439, 1.7363
1.9672, 1.7846
1.9906, 1.7984
2.0142, 1.8122
2.0382, 1.8397
2.0628, 1.895
2.0874, 1.9226
2.1123, 1.9571
2.1375, 1.9847
2.1629, 2.0054
2.1886, 2.0123
2.2147, 2.0468
2.2409, 2.0537
2.2679, 2.102
2.2952, 2.1572
2.323, 2.2399
2.351, 2.2951
