#DataThief C:\Users\dayang\Desktop\M.S\Datathief\BASE.png Wednesday 8-Feb-2017 1:02:42 PM
2.6899, 6.0341e-5
2.7063, 6.0385e-5
2.7227, 6.0429e-5
2.7393, 6.0472e-5
2.7559, 6.0516e-5
2.7727, 6.056e-5
2.7894, 6.0604e-5
2.8065, 6.0647e-5
2.8235, 4.3707e-5
2.8407, 3.9336e-5
2.858, 3.4965e-5
2.8754, 3.0595e-5
2.8929, 2.6224e-5
2.9104, 2.1853e-5
2.9281, 1.7483e-5
2.9459, 1.3112e-5
2.9639, 8.7414e-6
2.9819, 4.3707e-6
3.0, 0.
